is_red_wine,alcohol,density,volatile acidity,chlorides,quality_label
0,10.3,0.99527,0.33,0.047,1
0,11.0,0.992,0.24,0.037,0
0,10.7,0.99388,0.28,0.03,0
0,10.6,0.9929,0.22,0.053,0
1,10.3,0.9986,0.59,0.095,1
0,11.1,0.99312,0.75,0.036,1
0,11.7,0.99067,0.17,0.023,0
0,10.3,0.99517,0.26,0.044,0
0,10.3,0.99378,0.25,0.054,1
0,9.5,0.99388,0.25,0.061,1
0,8.9,1.0,0.27,0.052,1
1,9.1,0.997,0.65,0.07,1
0,11.3,0.9928,0.22,0.029,0
1,13.1,0.9934,0.52,0.054,1
1,11.0,0.9967,0.845,0.07,1
0,9.6,0.99516,0.27,0.084,1
0,10.7,0.99207,0.23,0.043,0
1,10.5,0.9991,0.4,0.087,0
1,11.9,0.99622,0.7,0.076,0
0,13.0,0.98946,0.32,0.032,0
0,10.1,0.99622,0.16,0.047,0
1,9.2,0.9987,0.315,0.084,0
0,11.4,0.9913,0.265,0.034,0
1,10.7,0.9965,0.53,0.086,0
0,9.7,0.99606,0.26,0.048,0
0,10.2,0.9957,0.55,0.031,0
0,10.4,0.9938,0.38,0.033,0
1,9.9,0.9956,0.64,0.077,1
1,11.3,0.99416,0.4,0.061,0
0,9.5,0.9993,0.28,0.044,1
0,10.4,0.9931,0.54,0.029,1
0,9.5,0.9959,0.27,0.048,0
0,8.8,0.99946,0.23,0.039,0
0,9.3,0.9927,0.21,0.135,0
0,10.7,0.9962,0.29,0.035,1
1,10.0,0.9982,0.38,0.096,0
0,10.8,0.99268,0.2,0.027,0
0,8.8,0.9961,0.32,0.056,1
0,9.6,0.9954,0.33,0.058,1
0,9.8,0.99496,0.56,0.071,1
0,9.7,0.9975,0.18,0.048,1
1,10.0,0.998,0.43,0.092,0
0,9.2,0.9986,0.23,0.067,1
0,12.3,0.9946,0.27,0.058,0
0,11.4,0.9928,0.28,0.045,0
0,12.4,0.99086,0.24,0.027,0
0,10.1,0.995,0.21,0.041,0
0,10.4,0.99552,0.29,0.04,0
0,10.6,0.99706,0.29,0.03,1
1,10.4,0.99791,0.63,0.071,1
0,10.5,0.9936,0.29,0.045,0
0,12.1,0.99248,0.28,0.038,0
0,11.8,0.99012,0.145,0.042,0
0,12.6,0.9925,0.42,0.045,0
0,10.0,0.99378,0.295,0.049,1
0,13.0,0.99408,0.28,0.036,0
0,10.8,0.99362,0.3,0.036,0
0,14.05,0.9909,0.61,0.041,0
1,9.3,1.0014,0.725,0.117,1
1,9.6,0.99508,0.725,0.076,1
0,11.0,0.99615,0.34,0.059,0
0,10.9,0.99567,0.29,0.058,1
0,10.3,0.99678,0.18,0.039,0
0,10.0,0.99243,0.17,0.039,1
1,11.0,0.9988,0.59,0.087,0
0,12.2,0.99074,0.28,0.029,0
0,8.7,0.99886,0.36,0.051,1
0,11.6,0.9919,0.18,0.047,0
0,9.1,0.9939,0.43,0.054,1
0,11.3333333333333,0.9914,0.13,0.035,0
0,9.1,0.9941,0.23,0.054,0
1,9.2,0.99823,0.42,0.092,1
0,12.3,0.99067,0.38,0.042,0
0,11.5,0.99335,0.27,0.041,0
0,11.0,0.9908,0.26,0.031,0
1,9.6,0.9982,0.55,0.387,1
0,9.7,0.99687,0.35,0.038,1
0,10.0,0.9956,0.18,0.048,1
0,12.8,0.9903,0.36,0.025,0
0,9.4,0.99552,0.4,0.065,1
0,10.7,0.9933,0.19,0.045,0
0,9.3,0.99594,0.26,0.047,1
0,11.0,0.99221,0.33,0.022,0
0,12.0,0.991,0.17,0.037,0
0,12.2,0.9928,0.46,0.039,0
0,10.5,0.994,0.39,0.033,1
0,13.3,0.988245,0.3,0.036,0
1,10.9,0.9964,1.33,0.082,1
0,12.1,0.9901,0.28,0.028,0
0,9.1,0.998,0.22,0.055,1
0,10.1,0.9937,0.26,0.043,0
1,9.0,0.99706,0.49,0.074,1
0,10.6,0.9928,0.14,0.038,0
0,9.3,0.9952,0.17,0.064,0
0,9.4,0.99856,0.22,0.058,1
0,11.6,0.9912,0.28,0.04,0
1,10.9,0.99699,0.54,0.112,1
0,12.2,0.99226,0.33,0.045,0
1,9.3,0.9968,0.69,0.115,1
0,9.1,0.9984,0.26,0.047,0
0,9.8,0.99382,0.3,0.043,1
0,11.1,0.99125,0.27,0.038,0
0,9.6,0.99642,0.5,0.096,1
0,10.6,0.9931,0.46,0.042,0
0,11.9,0.9906,0.545,0.031,1
0,10.4,0.9924,0.26,0.046,1
0,11.8,0.99407,0.24,0.03,0
0,8.8,0.9955,0.25,0.038,1
0,10.0,0.9977,0.25,0.056,1
0,12.2,0.99123,0.33,0.042,0
0,9.1,0.99741,0.705,0.044,1
0,10.4,0.9952,0.16,0.046,0
0,10.9,0.99473,0.24,0.042,0
1,9.4,0.99632,0.715,0.071,1
0,11.6,0.9922,0.2,0.049,0
0,8.8,0.9991,0.33,0.066,1
1,10.2,0.99734,0.63,0.096,0
0,9.9,0.99418,0.21,0.047,0
0,10.5,0.993,0.26,0.049,0
0,10.3,0.99684,0.32,0.042,1
1,10.1,0.9958,0.75,0.086,1
0,10.6,0.9928,0.31,0.038,0
0,10.5,0.99092,0.17,0.041,0
0,9.7,0.9928,0.16,0.025,0
1,9.7,0.99746,0.62,0.078,1
0,9.2,0.99805,0.21,0.053,1
1,12.7,0.99318,0.66,0.052,0
0,12.6,0.9912,0.21,0.038,0
1,10.0,0.996,0.33,0.061,0
0,11.7,0.99057,0.3,0.033,0
0,9.5,0.9942,0.25,0.057,1
1,12.5,0.99258,0.74,0.041,0
1,10.8,0.99522,0.63,0.076,0
0,9.0,0.99827,0.3,0.056,1
0,11.6,0.99382,0.34,0.041,0
0,10.4,0.99513,0.3,0.054,1
1,11.5,0.99502,0.5,0.086,0
0,9.3,0.99304,0.26,0.052,1
0,10.3,0.9957,0.22,0.063,0
0,11.4,0.9904,0.36,0.037,1
0,11.7333333333333,0.99018,0.24,0.036,0
0,9.9,0.9953,0.21,0.049,0
0,12.4,0.9895,0.285,0.035,0
0,9.55,0.99494,0.34,0.046,0
0,11.0,0.99216,0.23,0.039,0
1,12.5,0.9968,0.49,0.072,0
0,11.5,0.99004,0.28,0.043,0
1,10.9,0.99638,0.635,0.073,0
0,11.0,0.9939,0.22,0.034,0
0,11.1,0.99106,0.32,0.03,0
1,9.6,0.99761,0.5,0.071,0
0,11.0,0.9938,0.23,0.036,1
0,12.6,0.98871,0.3,0.036,0
0,11.8,0.99074,0.23,0.038,0
0,10.1,0.99541,0.25,0.04,0
0,10.8,0.9914,0.34,0.045,0
0,9.5,0.99692,0.34,0.105,1
1,9.5,0.997,0.57,0.067,1
1,10.3,0.9961,0.635,0.241,0
1,11.0,0.99336,0.6,0.071,1
0,11.3,0.99173,0.25,0.047,0
1,11.5,0.9934,1.04,0.05,1
0,9.7,0.9944,0.58,0.043,1
0,10.4,0.99976,0.3,0.053,1
0,11.2,0.99196,0.24,0.045,0
0,12.2,0.99354,0.3,0.034,0
0,9.1,0.9952,0.19,0.058,0
0,11.0,0.9918,0.25,0.035,0
0,11.0,0.99089,0.18,0.027,0
0,10.8,0.99384,0.16,0.055,0
0,9.7,0.99245,0.22,0.035,0
0,9.2,0.9948,0.5,0.054,0
0,10.5,0.9928,0.31,0.057,1
0,11.8,0.9913,0.31,0.037,0
1,9.4,0.997,0.38,0.081,1
0,11.8,0.99108,0.34,0.044,0
0,8.8,0.998,0.23,0.033,1
1,10.9,0.99722,0.5,0.116,1
0,8.8,1.00182,0.34,0.06,0
1,11.3,0.99538,0.64,0.123,0
1,9.9,0.99836,0.47,0.147,1
0,11.5,0.99089,0.26,0.031,0
0,11.0,0.9954,0.2,0.051,0
0,10.5,0.99314,0.26,0.047,1
0,9.6,0.9924,0.335,0.071,0
0,10.0,0.998,0.18,0.052,0
0,9.2,0.9952,0.23,0.037,0
0,11.2,0.9913,0.15,0.045,0
0,11.4,0.99069,0.28,0.053,1
0,10.8,0.99324,0.23,0.046,0
0,11.3,0.99032,0.18,0.031,0
0,10.7,0.9959,0.42,0.046,1
0,10.6,0.99486,0.345,0.056,1
0,10.8,0.99114,0.25,0.034,0
0,11.0,0.99544,0.36,0.053,0
0,9.9,0.9944,0.27,0.059,1
0,10.3,0.9924,0.19,0.049,0
0,11.3,0.9902,0.17,0.03,0
0,11.8,0.99132,0.2,0.028,0
0,10.7,0.9948,0.16,0.056,0
0,10.2,0.9934,0.14,0.042,0
0,9.5,0.99558,0.26,0.052,1
0,9.8,0.994,0.45,0.063,1
1,12.4,0.995,0.29,0.048,0
0,9.6,0.9962,0.21,0.043,0
0,9.4,0.994,0.18,0.042,1
0,11.4,0.9902,0.35,0.038,1
0,8.7,0.9975,0.37,0.045,1
0,9.2,0.99604,0.25,0.047,1
1,9.8,0.994,1.13,0.172,1
0,11.5,0.99245,0.22,0.034,0
0,10.4,0.9946,0.24,0.03,1
0,9.7,0.9984,0.51,0.051,1
0,10.1,0.996,0.42,0.029,0
0,9.9,0.9958,0.21,0.041,1
0,9.3,0.9932,0.52,0.052,1
0,9.5,0.99612,0.16,0.05,0
0,10.4,0.99152,0.17,0.034,0
0,12.7,0.9912,0.27,0.044,0
1,10.6,0.99633,0.32,0.071,1
1,10.8,0.9949,0.26,0.059,0
0,10.0,0.998,0.25,0.055,1
0,9.0,0.9989,0.31,0.062,1
0,10.0,0.99434,0.46,0.147,1
0,9.3,0.99542,0.33,0.067,0
0,9.0,0.9975,0.28,0.046,0
0,13.2,0.98836,0.31,0.035,0
0,10.1,0.9956,0.36,0.038,1
0,11.2,0.99644,0.26,0.044,1
0,9.4,0.99579,0.28,0.04,1
0,10.8,0.9923,0.18,0.089,0
0,10.5,0.99546,0.18,0.05,0
1,11.0,0.99612,0.64,0.094,1
0,11.3,0.9921,0.25,0.035,0
0,10.0,0.992,0.27,0.04,1
0,13.2,0.98924,0.38,0.043,0
1,11.4,0.9949,0.67,0.045,0
0,11.0,0.9951,0.42,0.034,0
0,11.1,0.99254,0.26,0.059,1
0,12.5,0.9908,0.22,0.036,0
1,10.2,0.99547,0.645,0.075,1
0,12.3,0.991,0.34,0.047,0
1,10.1,0.99824,0.41,0.084,0
1,9.6,0.9988,0.59,0.101,1
1,9.3,0.9968,0.6,0.079,0
1,11.8,0.99504,0.62,0.072,0
1,12.0,0.9962,0.27,0.074,0
1,10.2,0.9955,0.51,0.11,0
1,11.0,0.9951,0.27,0.05,0
0,10.2,0.994,0.28,0.051,1
0,11.4,0.9921,0.16,0.046,0
0,11.2,0.992,0.16,0.034,0
0,12.4,0.99272,0.17,0.028,0
0,9.8,0.993,0.17,0.049,0
0,9.4,0.99714,0.48,0.046,1
0,11.0,0.9924,0.27,0.043,0
0,10.2,0.99238,0.18,0.043,1
0,10.6,0.9953,0.18,0.051,0
1,9.7,1.0006,0.29,0.098,1
0,13.1,0.99018,0.25,0.035,0
1,11.2,0.99572,0.88,0.079,1
0,12.75,0.98963,0.28,0.026,0
1,11.4,0.99438,0.44,0.07,0
0,10.6,0.9953,0.2,0.055,0
0,11.1,0.994,0.4,0.044,0
0,10.9,0.99432,0.26,0.038,0
0,12.5,0.992,0.4,0.034,0
0,8.8,0.99602,0.31,0.052,1
1,9.2,0.997,0.935,0.114,1
0,9.6,0.9954,0.37,0.061,0
0,11.8,0.99426,0.2,0.038,0
0,9.1,1.0006,0.19,0.049,0
1,10.0,0.9979,0.56,0.089,0
0,9.4,0.9981,0.46,0.045,1
1,9.1,0.9974,0.61,0.114,1
1,9.7,0.99744,0.59,0.082,0
1,9.7,0.99524,0.48,0.08,1
0,8.9,1.00241,0.23,0.058,1
0,10.1,0.9958,0.28,0.059,1
0,9.7,0.998,0.4,0.042,1
0,11.9,0.9936,0.35,0.039,0
0,9.6,0.9979,0.27,0.036,1
0,12.4,0.9919,0.38,0.036,0
0,12.8,0.98938,0.35,0.036,0
0,10.0,0.9967,0.26,0.044,0
1,9.4,0.99878,0.74,0.111,1
0,9.5,0.9968,0.25,0.041,1
1,10.5,0.99798,0.43,0.092,0
0,11.1,0.9917,0.15,0.038,0
0,8.9,0.999,0.2,0.056,0
0,8.8,1.0011,0.26,0.084,1
0,13.9,0.98936,0.32,0.027,0
0,11.0,0.9929,0.26,0.025,0
0,9.3,0.9927,0.16,0.13,0
0,9.5,0.9971,0.27,0.037,0
0,12.1,0.98998,0.23,0.044,0
0,9.0,0.9967,0.16,0.037,1
1,10.9,0.99652,0.36,0.08,0
1,9.4,0.9994,0.785,0.093,0
0,9.2,0.9969,0.26,0.044,0
0,9.5,0.997,0.24,0.05,1
0,11.1,0.9941,0.23,0.049,0
0,9.1,1.0002,0.35,0.062,1
1,11.4,0.99534,0.32,0.073,0
0,10.5,0.99705,0.26,0.06,1
1,14.0,0.99154,0.42,0.048,0
0,12.7,0.99045,0.24,0.03,0
0,11.0,0.99287,0.18,0.054,0
0,9.3,0.9951,0.27,0.137,1
0,10.0,0.9941,0.36,0.038,0
0,10.5,0.99508,0.22,0.041,0
1,9.5,0.99654,0.57,0.115,1
0,9.0,0.99772,0.21,0.05,1
1,9.5,0.99651,0.62,0.068,0
0,10.4,0.99209,0.23,0.044,0
1,12.9,0.99162,0.69,0.055,0
0,9.1,1.00016,0.3,0.047,1
1,10.8,0.99522,0.59,0.078,0
0,9.7,0.99418,0.74,0.05,1
1,9.4,0.9968,0.22,0.077,0
0,9.6,0.9978,0.28,0.042,0
0,8.9,0.9941,0.365,0.055,1
1,11.7,0.9946,0.36,0.095,0
0,10.1,0.9956,0.33,0.041,0
1,11.4,0.99492,0.31,0.065,0
0,9.1,0.9966,0.2,0.048,0
0,12.5,0.9916,0.32,0.034,0
0,10.4,0.99212,0.14,0.039,1
0,10.0,0.99232,0.22,0.046,0
0,9.5,0.99782,0.36,0.048,0
0,9.9,0.9936,0.16,0.043,0
1,10.2,0.99786,0.89,0.132,1
1,9.8,0.99612,0.61,0.073,1
0,9.3,0.99748,0.48,0.049,1
0,9.4,0.9934,0.33,0.046,0
0,13.6,0.98742,0.3,0.029,0
0,13.4,0.98876,0.28,0.016,1
1,10.5,0.99754,0.4,0.068,0
0,12.6,0.98993,0.37,0.024,0
0,13.3,0.9918,0.43,0.033,0
1,10.9,0.99619,0.765,0.084,0
1,10.1,0.99546,0.695,0.076,1
0,9.6,0.99514,0.32,0.05,1
0,12.5,0.9893,0.33,0.027,0
0,9.8,0.9932,0.13,0.047,0
1,10.75,0.99472,0.855,0.064,0
0,9.0,0.9973,0.28,0.049,1
0,11.6,0.98961,0.22,0.036,0
0,11.7,0.98993,0.2,0.035,1
0,12.2,0.99165,0.2,0.022,0
0,11.0,0.99336,0.15,0.051,0
1,9.9,0.9997,0.6,0.063,1
0,9.9,0.9953,0.41,0.045,1
1,11.8,0.99524,0.18,0.071,0
1,9.6,0.9972,0.26,0.06,1
0,12.2,0.9914,0.18,0.038,0
0,12.8,0.98944,0.26,0.041,0
0,10.6,0.99642,0.15,0.042,1
0,10.6,1.00295,0.45,0.031,0
0,9.4,0.9959,0.3,0.038,1
0,11.9,0.99004,0.12,0.018,0
0,10.5,0.99154,0.3,0.032,1
1,9.5,0.99587,0.655,0.078,1
0,9.4,0.9949,0.2,0.044,1
0,9.0,0.99591,0.26,0.055,1
1,10.1,0.9963,0.57,0.104,1
1,9.8,0.9972,0.49,0.11,1
0,9.9,0.9954,0.24,0.04,0
1,9.3,0.9998,0.595,0.086,1
0,10.5,0.9961,0.28,0.051,0
0,10.5,0.99144,0.27,0.034,0
0,10.0,0.9968,0.2,0.048,0
0,12.6,0.98956,0.27,0.032,0
1,9.6,0.99616,0.955,0.075,1
1,9.4,0.9954,0.39,0.066,1
0,11.0,0.9938,0.22,0.044,0
0,9.9,0.99596,0.17,0.047,0
0,10.4,0.9952,0.26,0.038,0
0,12.2,0.98974,0.15,0.033,0
1,10.7,0.99612,0.78,0.076,0
0,10.2,0.9944,0.26,0.043,0
0,10.6,0.99628,0.31,0.047,1
0,8.8,1.001,0.27,0.045,0
1,9.3,0.9974,0.665,0.09,1
0,9.6,0.9937,0.4,0.047,0
0,8.6,1.0003,0.22,0.044,0
0,11.1,0.99244,0.3,0.026,1
1,11.4,0.99419,0.36,0.074,0
0,10.7,0.99481,0.22,0.035,1
0,10.3,0.99307,0.16,0.046,0
0,10.3,0.9932,0.15,0.044,0
0,8.9,0.9986,0.25,0.05,0
0,11.4,0.99224,0.26,0.046,0
1,9.7,0.99578,0.69,0.084,1
0,9.9,0.9961,0.32,0.049,0
1,12.1,0.9971,0.23,0.046,0
0,11.2,0.99194,0.22,0.04,0
1,9.5,0.99685,0.68,0.075,1
0,9.2,0.99317,0.2,0.06,1
0,9.6,0.9939,0.21,0.097,1
1,10.0,0.99664,0.785,0.06,1
0,14.0,0.9894,0.29,0.025,0
0,9.7,0.9934,0.12,0.042,0
1,11.0,0.9962,0.35,0.096,0
1,9.2,0.9982,0.54,0.094,1
1,9.5,0.99677,0.57,0.079,0
1,11.3,0.99472,0.38,0.056,0
0,11.3666666666667,0.99157,0.23,0.038,0
1,11.4,0.99478,0.39,0.068,1
0,11.05,0.9956,0.14,0.026,1
0,11.0,0.99222,0.43,0.045,0
0,12.4,0.99026,0.32,0.034,0
0,11.4,0.993,0.23,0.047,0
0,9.5,0.99536,0.26,0.051,1
1,12.2,0.99414,0.4,0.058,0
0,12.3,0.992,0.42,0.037,0
0,10.8,0.99402,0.16,0.03,1
0,11.4,0.99362,0.32,0.02,0
1,9.5,0.999,0.59,0.09,0
0,12.8,0.98964,0.32,0.051,0
1,10.4,0.99783,0.4,0.099,1
0,9.7,0.99622,0.42,0.032,1
1,11.4,0.99774,0.52,0.08,0
0,10.6,0.99458,0.27,0.046,1
0,9.9,0.9944,0.36,0.037,0
0,10.9,0.99276,0.18,0.029,0
0,9.9,0.9927,0.29,0.142,1
1,9.8,0.998,0.74,0.078,1
0,11.3,0.99162,0.13,0.043,0
0,9.3,0.9982,0.25,0.047,1
0,10.0,0.9934,0.39,0.051,1
0,10.8,0.9926,0.275,0.043,0
0,9.7,0.9954,0.24,0.042,0
0,8.9,0.9996,0.29,0.043,1
0,8.8,0.9995,0.19,0.056,0
0,11.4,0.9931,0.22,0.045,1
0,9.5,0.9968,0.25,0.048,1
0,11.0,0.9966,0.42,0.061,0
0,9.3,0.99815,0.3,0.039,0
0,11.2,0.99138,0.41,0.048,0
0,9.2,0.99345,0.47,0.044,1
0,13.4,0.99014,0.53,0.069,0
0,11.3,0.9922,0.23,0.045,0
1,9.9,0.99714,0.39,0.065,1
0,9.5,0.99505,0.3,0.042,0
0,9.1,0.99792,0.36,0.049,1
1,10.2,1.0,0.4,0.092,1
0,10.6,0.992,0.26,0.025,0
0,11.1,0.99138,0.29,0.062,0
0,10.6,0.99164,0.25,0.037,0
0,9.8,0.9927,0.21,0.041,0
0,9.2,0.9934,0.32,0.114,0
0,9.6,0.9938,0.17,0.093,0
0,12.3,0.98994,0.29,0.029,0
1,9.7,0.99661,0.36,0.047,0
0,13.0,0.99,0.52,0.038,0
1,10.0,0.99604,1.005,0.102,1
0,11.0,0.99278,0.19,0.015,0
0,12.6,0.9898,0.28,0.034,0
0,10.5,0.9938,0.24,0.031,1
0,9.4,0.9987,0.2,0.038,0
0,10.5,0.9926,0.155,0.039,0
1,9.5,0.9994,0.43,0.214,0
1,11.1,0.9994,0.72,0.084,0
0,11.4,0.9914,0.17,0.047,1
0,9.2,0.99828,0.23,0.046,0
0,9.5,0.9952,0.25,0.038,1
0,9.6,0.99412,0.27,0.098,0
0,11.7,0.9939,0.3,0.036,0
1,9.9,0.9979,0.685,0.067,1
1,11.4,0.9962,0.38,0.097,0
0,9.0,1.0,0.305,0.059,1
0,8.9,0.9961,0.27,0.034,1
0,9.1,0.99675,0.56,0.034,1
0,10.5,0.99665,0.22,0.059,1
0,11.1,0.9912,0.105,0.037,0
0,11.5,0.99038,0.31,0.021,1
0,9.6,0.995,0.31,0.047,0
1,10.1,0.9958,0.675,0.089,1
0,9.2,0.9932,0.41,0.063,0
0,10.0,0.99288,0.28,0.046,1
0,9.4,0.9976,0.38,0.061,1
1,10.0,0.99712,0.86,0.079,1
1,9.4,0.9968,0.67,0.117,1
0,12.1,0.98968,0.3,0.037,0
0,9.8,0.9942,0.12,0.045,0
0,11.6,0.9901,0.3,0.036,0
1,9.6,1.0002,0.5,0.089,1
0,11.7,0.99352,0.36,0.045,0
0,10.7,0.9928,0.22,0.036,0
1,10.2,0.9958,0.67,0.06,0
0,10.8,0.9926,0.28,0.036,0
0,9.1,0.9942,0.29,0.2,1
0,9.9,0.9932,0.21,0.037,0
0,12.1,0.99066,0.26,0.025,0
0,10.1,0.9925,0.26,0.179,1
0,9.4,0.9974,0.33,0.065,1
0,9.0,0.9998,0.3,0.054,0
1,9.3,0.9978,0.52,0.07,1
0,9.5,0.99776,0.43,0.169,1
0,10.5,0.9922,0.28,0.042,0
0,10.5,0.99173,0.19,0.041,0
1,12.8,0.99374,0.57,0.048,1
0,10.6,0.99212,0.51,0.048,1
0,13.3,0.98947,0.33,0.044,0
0,8.8,0.99808,0.29,0.037,1
0,9.9,0.9934,0.24,0.038,0
0,9.6,0.9982,0.24,0.044,0
0,9.0,0.99758,0.24,0.055,1
0,12.6,0.99198,0.34,0.038,0
0,9.2,0.99587,0.25,0.048,1
0,10.8,0.9921,0.34,0.026,1
1,12.7,0.9956,0.36,0.075,0
0,8.7,0.99353,0.28,0.06,0
0,11.8,0.98966,0.22,0.031,0
1,9.3,0.9987,0.56,0.075,1
1,11.5,0.99508,0.74,0.054,0
1,10.5,0.998,0.3,0.054,0
0,9.4,0.9937,0.24,0.173,0
0,10.3,0.9949,0.29,0.048,0
0,9.1,0.99571,0.23,0.048,1
0,11.2,0.9898,0.36,0.033,0
0,10.2,0.9966,0.34,0.036,1
0,8.8,0.9979,0.34,0.046,0
0,12.0,0.98956,0.36,0.031,0
0,9.1,0.99542,0.23,0.043,0
0,9.2,0.9958,0.16,0.045,1
0,9.6,0.9937,0.22,0.096,1
0,9.9,0.994,0.24,0.058,1
1,9.8,0.99638,0.585,0.078,1
0,10.7,0.9927,0.23,0.039,0
1,9.4,0.997,0.64,0.067,0
0,12.4,0.98987,0.3,0.037,0
0,10.5,0.9954,0.23,0.047,0
0,10.1,0.9936,0.21,0.046,0
1,11.2,0.99674,0.4,0.081,0
0,9.4,0.9938,0.25,0.061,1
0,11.7,0.99314,0.3,0.028,0
0,9.9,0.99362,0.14,0.042,0
0,10.7,0.99184,0.31,0.063,1
0,9.4,0.99558,0.28,0.046,1
0,8.8,0.9961,0.32,0.054,1
1,11.8,0.997,0.26,0.085,1
0,9.5,0.9934,0.18,0.036,0
0,10.7,0.99551,0.66,0.033,0
0,11.1,0.9934,0.28,0.022,0
1,9.5,0.9969,0.61,0.067,1
0,9.6,0.9992,0.29,0.047,1
0,9.5,0.9976,0.18,0.039,0
0,10.4,0.99338,0.25,0.054,0
1,9.9,0.9981,0.23,0.074,0
1,9.1,0.9974,0.69,0.075,1
1,11.0,0.99732,0.32,0.104,0
0,11.45,0.9902,0.24,0.046,0
0,8.9,0.9974,0.26,0.033,1
1,11.4,0.9986,0.29,0.084,0
0,11.6,0.99125,0.405,0.038,1
1,10.9,0.99517,0.47,0.067,1
0,9.8,0.9982,0.41,0.048,0
0,10.2,0.9976,0.26,0.052,0
0,11.9,0.99044,0.21,0.03,0
0,9.8,0.9981,0.22,0.053,0
1,11.0,1.0001,0.41,0.08,1
0,9.8,0.99432,0.37,0.041,0
1,10.5,0.9964,0.41,0.087,0
1,9.5,0.99888,0.67,0.091,0
0,12.0,0.9906,0.29,0.036,0
0,11.5,0.9928,0.29,0.024,0
1,9.4,0.9994,0.795,0.096,0
0,8.9,0.9959,0.32,0.042,1
1,9.6,0.9971,0.56,0.114,0
0,10.2,0.9952,0.25,0.042,0
0,11.8,0.991,0.32,0.033,0
1,9.7,0.99745,0.61,0.081,0
0,8.8,0.99662,0.24,0.079,1
1,10.6,0.99522,0.56,0.086,1
0,10.5,0.99194,0.2,0.046,1
0,11.0,0.99095,0.17,0.031,0
1,9.7,0.99636,0.54,0.089,1
0,9.9,0.99436,0.24,0.039,1
0,11.0,0.99158,0.2,0.047,0
0,8.7,0.99825,0.16,0.056,0
0,9.5,0.99306,0.085,0.036,0
0,9.8,0.9936,0.27,0.047,1
0,9.5,0.9952,0.22,0.042,0
0,10.2,0.9934,0.27,0.046,0
0,9.5,0.997,0.22,0.043,0
1,9.5,0.99764,0.51,0.079,0
1,9.2,0.9986,0.62,0.17,1
1,12.6,0.99364,0.31,0.066,0
1,12.0,0.99745,0.44,0.092,0
0,9.9,0.9981,0.28,0.041,0
1,9.0,1.0004,0.49,0.094,1
0,11.3,0.99033,0.19,0.046,0
1,9.2,1.0,0.36,0.09,0
0,9.0,0.99778,0.21,0.038,1
0,9.5,0.99234,0.53,0.035,1
0,10.7,0.9917,0.32,0.057,1
0,9.3,0.99545,0.24,0.053,1
1,9.6,0.998,0.37,0.09,0
0,10.5,0.9923,0.15,0.038,0
1,9.9,0.9998,0.64,0.105,1
0,12.6,0.99075,0.4,0.03,0
0,12.3,0.991,0.28,0.028,0
1,10.6,0.9976,0.52,0.091,0
1,9.2,0.998,0.695,0.075,1
0,11.8,0.99058,0.27,0.035,0
1,12.5,0.99444,0.645,0.08,0
0,12.5,0.99008,0.29,0.014,0
0,9.4,0.9957,0.32,0.048,0
0,9.4,0.9974,0.29,0.053,1
1,10.3,0.99489,0.53,0.063,0
0,9.5,0.99427,0.17,0.042,1
0,9.7,0.99526,0.32,0.044,0
1,9.4,0.9979,0.88,0.086,1
0,11.5,0.9916,0.17,0.04,0
0,10.0,0.9944,0.26,0.037,1
0,10.7,0.99556,0.2,0.048,0
0,10.2,0.9972,0.21,0.053,0
0,10.4,0.9929,0.23,0.031,0
0,11.2,0.99344,0.49,0.034,1
0,9.0,0.9981,0.29,0.057,0
1,9.6,0.9966,0.835,0.092,1
0,9.6,0.99309,0.38,0.051,1
1,9.9,0.9982,0.45,0.086,0
0,9.5,0.99728,0.22,0.054,0
0,11.4,0.9908,0.12,0.056,0
1,10.9,0.99489,0.67,0.061,0
1,10.8,1.0002,0.32,0.081,0
0,12.0,0.99016,0.34,0.035,0
1,10.0,0.9978,0.54,0.077,0
0,11.1,0.9924,0.18,0.064,1
1,9.2,0.9965,0.68,0.072,1
0,11.5,0.9928,0.23,0.035,1
0,10.4,0.9968,0.29,0.05,1
1,9.2,0.9963,0.5,0.07,1
0,10.3,0.9955,0.27,0.058,1
0,10.6,0.99479,0.42,0.027,1
0,10.5,0.9932,0.15,0.05,1
0,9.5,0.997,0.18,0.051,0
0,12.5,0.99118,0.53,0.029,0
0,10.2,0.9926,0.23,0.041,0
0,11.2,0.9934,0.23,0.042,0
0,10.1,0.9927,0.38,0.042,1
0,12.1,0.9899,0.28,0.035,0
0,10.7,0.99362,0.25,0.039,1
0,10.1,0.9952,0.34,0.046,0
1,9.8,0.9968,0.88,0.098,1
0,12.7,0.98853,0.18,0.036,0
0,11.1,0.99146,0.36,0.048,0
0,12.6,0.9904,0.25,0.037,0
1,12.4,0.99392,0.34,0.072,0
0,9.8,0.99572,0.18,0.035,0
0,10.8,0.9958,0.29,0.035,1
0,10.3,0.9959,0.21,0.039,0
1,11.2,0.99576,0.37,0.064,0
0,12.9,0.98889,0.24,0.032,0
1,11.3,0.997,0.78,0.059,1
0,8.6,0.99884,0.44,0.065,1
0,9.4,0.9993,0.26,0.048,1
0,12.6,0.99026,0.3,0.038,0
0,8.9,0.9976,0.33,0.047,1
0,11.9,0.99044,0.26,0.032,0
0,12.4,0.98962,0.18,0.033,0
0,11.8,0.9912,0.23,0.032,0
1,9.2,0.9955,0.79,0.087,1
1,9.8,0.99565,0.58,0.102,0
